[INFO:2023-05-03 09:09:26,613] Episode: 1 | Timesteps Played: 167 | Mean Loss: 0.000 | Mean Reward: 0.599 | Target Updates: 0
[INFO:2023-05-03 09:09:26,865] Episode: 2 | Timesteps Played: 207 | Mean Loss: 0.000 | Mean Reward: 0.773 | Target Updates: 0
[INFO:2023-05-03 09:09:27,104] Episode: 3 | Timesteps Played: 207 | Mean Loss: 0.000 | Mean Reward: 0.773 | Target Updates: 0
[INFO:2023-05-03 09:09:27,360] Episode: 4 | Timesteps Played: 179 | Mean Loss: 0.000 | Mean Reward: 0.559 | Target Updates: 0
[INFO:2023-05-03 09:09:27,608] Episode: 5 | Timesteps Played: 203 | Mean Loss: 0.000 | Mean Reward: 0.640 | Target Updates: 0
[INFO:2023-05-03 09:09:27,844] Episode: 6 | Timesteps Played: 185 | Mean Loss: 0.000 | Mean Reward: 0.541 | Target Updates: 0
[INFO:2023-05-03 09:09:28,067] Episode: 7 | Timesteps Played: 191 | Mean Loss: 0.000 | Mean Reward: 0.785 | Target Updates: 0
[INFO:2023-05-03 09:09:28,298] Episode: 8 | Timesteps Played: 191 | Mean Loss: 0.000 | Mean Reward: 0.628 | Target Updates: 0
[INFO:2023-05-03 09:09:28,537] Episode: 9 | Timesteps Played: 193 | Mean Loss: 0.000 | Mean Reward: 0.518 | Target Updates: 0
[INFO:2023-05-03 09:09:28,750] Episode: 10 | Timesteps Played: 175 | Mean Loss: 0.000 | Mean Reward: 0.343 | Target Updates: 0
[INFO:2023-05-03 09:09:28,994] Episode: 11 | Timesteps Played: 193 | Mean Loss: 0.000 | Mean Reward: 0.466 | Target Updates: 0
[INFO:2023-05-03 09:09:29,220] Episode: 12 | Timesteps Played: 179 | Mean Loss: 0.000 | Mean Reward: 0.559 | Target Updates: 0
[INFO:2023-05-03 09:09:29,434] Episode: 13 | Timesteps Played: 173 | Mean Loss: 0.000 | Mean Reward: 0.405 | Target Updates: 0
[INFO:2023-05-03 09:09:29,656] Episode: 14 | Timesteps Played: 179 | Mean Loss: 0.000 | Mean Reward: 0.615 | Target Updates: 0
[INFO:2023-05-03 09:09:29,869] Episode: 15 | Timesteps Played: 171 | Mean Loss: 0.000 | Mean Reward: 0.643 | Target Updates: 0
[INFO:2023-05-03 09:09:30,094] Episode: 16 | Timesteps Played: 177 | Mean Loss: 0.000 | Mean Reward: 0.339 | Target Updates: 0
[INFO:2023-05-03 09:09:30,253] Episode: 17 | Timesteps Played: 111 | Mean Loss: 0.000 | Mean Reward: 0.541 | Target Updates: 0
[INFO:2023-05-03 09:09:30,476] Episode: 18 | Timesteps Played: 173 | Mean Loss: 0.000 | Mean Reward: 0.347 | Target Updates: 0
[INFO:2023-05-03 09:09:30,688] Episode: 19 | Timesteps Played: 169 | Mean Loss: 0.000 | Mean Reward: 0.710 | Target Updates: 0
[INFO:2023-05-03 09:09:30,926] Episode: 20 | Timesteps Played: 199 | Mean Loss: 0.000 | Mean Reward: 0.603 | Target Updates: 0
[INFO:2023-05-03 09:09:31,146] Episode: 21 | Timesteps Played: 193 | Mean Loss: 0.000 | Mean Reward: 0.570 | Target Updates: 0
[INFO:2023-05-03 09:09:31,315] Episode: 22 | Timesteps Played: 123 | Mean Loss: 0.000 | Mean Reward: 0.488 | Target Updates: 0
[INFO:2023-05-03 09:09:31,484] Episode: 23 | Timesteps Played: 127 | Mean Loss: 0.000 | Mean Reward: 0.551 | Target Updates: 0
[INFO:2023-05-03 09:09:31,697] Episode: 24 | Timesteps Played: 165 | Mean Loss: 0.000 | Mean Reward: 0.606 | Target Updates: 0
[INFO:2023-05-03 09:09:31,902] Episode: 25 | Timesteps Played: 169 | Mean Loss: 0.000 | Mean Reward: 0.355 | Target Updates: 0
[INFO:2023-05-03 09:09:32,145] Episode: 26 | Timesteps Played: 193 | Mean Loss: 0.000 | Mean Reward: 0.570 | Target Updates: 0
[INFO:2023-05-03 09:09:32,379] Episode: 27 | Timesteps Played: 195 | Mean Loss: 0.000 | Mean Reward: 0.564 | Target Updates: 0
[INFO:2023-05-03 09:09:32,597] Episode: 28 | Timesteps Played: 183 | Mean Loss: 0.000 | Mean Reward: 0.765 | Target Updates: 0
[INFO:2023-05-03 09:09:32,834] Episode: 29 | Timesteps Played: 191 | Mean Loss: 0.000 | Mean Reward: 0.733 | Target Updates: 0
[INFO:2023-05-03 09:09:33,048] Episode: 30 | Timesteps Played: 183 | Mean Loss: 0.000 | Mean Reward: 0.492 | Target Updates: 0
[INFO:2023-05-03 09:09:33,281] Episode: 31 | Timesteps Played: 193 | Mean Loss: 0.000 | Mean Reward: 0.622 | Target Updates: 0
[INFO:2023-05-03 09:09:33,489] Episode: 32 | Timesteps Played: 171 | Mean Loss: 0.000 | Mean Reward: 0.468 | Target Updates: 0
[INFO:2023-05-03 09:09:33,734] Episode: 33 | Timesteps Played: 191 | Mean Loss: 0.000 | Mean Reward: 0.576 | Target Updates: 0
[INFO:2023-05-03 09:09:33,916] Episode: 34 | Timesteps Played: 129 | Mean Loss: 0.000 | Mean Reward: 0.388 | Target Updates: 0
[INFO:2023-05-03 09:09:34,140] Episode: 35 | Timesteps Played: 181 | Mean Loss: 0.000 | Mean Reward: 0.552 | Target Updates: 0
[INFO:2023-05-03 09:09:34,367] Episode: 36 | Timesteps Played: 179 | Mean Loss: 0.000 | Mean Reward: 0.447 | Target Updates: 0
[INFO:2023-05-03 09:09:34,626] Episode: 37 | Timesteps Played: 223 | Mean Loss: 0.000 | Mean Reward: 0.717 | Target Updates: 0
[INFO:2023-05-03 09:09:34,832] Episode: 38 | Timesteps Played: 173 | Mean Loss: 0.000 | Mean Reward: 0.405 | Target Updates: 0
[INFO:2023-05-03 09:09:35,062] Episode: 39 | Timesteps Played: 177 | Mean Loss: 0.000 | Mean Reward: 0.452 | Target Updates: 0
[INFO:2023-05-03 09:09:35,284] Episode: 40 | Timesteps Played: 189 | Mean Loss: 0.000 | Mean Reward: 0.847 | Target Updates: 0
[INFO:2023-05-03 09:09:35,523] Episode: 41 | Timesteps Played: 189 | Mean Loss: 0.000 | Mean Reward: 0.529 | Target Updates: 0
[INFO:2023-05-03 09:09:35,743] Episode: 42 | Timesteps Played: 189 | Mean Loss: 0.000 | Mean Reward: 0.635 | Target Updates: 0
[INFO:2023-05-03 09:09:36,020] Episode: 43 | Timesteps Played: 233 | Mean Loss: 0.000 | Mean Reward: 0.687 | Target Updates: 0
[INFO:2023-05-03 09:09:36,254] Episode: 44 | Timesteps Played: 191 | Mean Loss: 0.000 | Mean Reward: 0.576 | Target Updates: 0
[INFO:2023-05-03 09:09:36,481] Episode: 45 | Timesteps Played: 173 | Mean Loss: 0.000 | Mean Reward: 0.462 | Target Updates: 0
[INFO:2023-05-03 09:09:36,811] Episode: 46 | Timesteps Played: 307 | Mean Loss: 0.000 | Mean Reward: 0.684 | Target Updates: 0
[INFO:2023-05-03 09:09:37,040] Episode: 47 | Timesteps Played: 207 | Mean Loss: 0.000 | Mean Reward: 0.773 | Target Updates: 0
[INFO:2023-05-03 09:09:37,286] Episode: 48 | Timesteps Played: 199 | Mean Loss: 0.000 | Mean Reward: 0.603 | Target Updates: 0
[INFO:2023-05-03 09:09:37,515] Episode: 49 | Timesteps Played: 189 | Mean Loss: 0.000 | Mean Reward: 0.582 | Target Updates: 0
[INFO:2023-05-03 09:09:37,699] Episode: 50 | Timesteps Played: 159 | Mean Loss: 0.000 | Mean Reward: 0.692 | Target Updates: 0
